,time_int,sms_in,sms_out,call_in,call_out,internet,SUMA,month,day,hour,minutes,day_of_week,Weekday
89,11/1/2013 13:50,46409.57525,25582.74434,26395.09409,32877.61099,661911.4329,793176.4576,11,1,13,50,Fri,4
90,11/1/2013 14:00,50233.45174,25328.58778,26613.21704,32419.94268,670508.7817,805103.981,11,1,14,0,Fri,4
91,11/1/2013 14:10,46056.04164,25756.31404,26126.95099,32516.56485,669237.8092,799693.6807,11,1,14,10,Fri,4
92,11/1/2013 14:20,45746.08723,25573.44994,26600.09022,35122.30534,658801.5813,791843.514,11,1,14,20,Fri,4
93,11/1/2013 14:30,46884.77996,25734.62577,27031.99141,33640.84539,668182.6327,801474.8752,11,1,14,30,Fri,4
94,11/1/2013 14:40,46858.80295,25933.46551,27122.84797,33896.14822,674042.4253,807853.69,11,1,14,40,Fri,4
95,11/1/2013 14:50,46967.07539,25459.36968,27479.13896,33652.52146,668802.527,802360.6325,11,1,14,50,Fri,4
96,11/1/2013 15:00,45723.69759,25736.07841,29277.15672,35994.52146,672013.7725,808745.2267,11,1,15,0,Fri,4
97,11/1/2013 15:10,46989.97847,26552.96655,30200.34215,35514.83958,679239.6243,818497.751,11,1,15,10,Fri,4
98,11/1/2013 15:20,47527.71606,26303.05709,29715.11422,34379.85926,678227.945,816153.6916,11,1,15,20,Fri,4
99,11/1/2013 15:30,48832.71045,25354.37839,30357.60918,35701.92833,679143.1783,819389.8047,11,1,15,30,Fri,4
100,11/1/2013 15:40,50654.63359,26114.60812,31645.06881,36194.07701,678237.047,822845.4345,11,1,15,40,Fri,4
101,11/1/2013 15:50,51158.60894,26218.2743,33050.40951,38477.63862,681474.3418,830379.2732,11,1,15,50,Fri,4
102,11/1/2013 16:00,56639.08872,27602.85928,34561.25165,39830.1134,687541.888,846175.2011,11,1,16,0,Fri,4
103,11/1/2013 16:10,54138.44466,28207.35624,35546.04734,39673.37094,691131.2763,848696.4955,11,1,16,10,Fri,4
104,11/1/2013 16:20,53881.00961,27833.25061,35462.89067,40991.68404,680350.8654,838519.7003,11,1,16,20,Fri,4
105,11/1/2013 16:30,55895.56435,29171.13798,36645.33287,41773.57951,690504.5934,853990.2081,11,1,16,30,Fri,4
106,11/1/2013 16:40,55592.30337,28765.17308,37060.59281,42887.60222,699466.7169,863772.3884,11,1,16,40,Fri,4
107,11/1/2013 16:50,55963.65355,29380.60698,37378.97886,42945.22623,691779.0299,857447.4955,11,1,16,50,Fri,4
108,11/1/2013 17:00,56814.37761,28633.16686,36130.20766,42504.85006,699143.0566,863225.6588,11,1,17,0,Fri,4
109,11/1/2013 17:10,57329.84075,28533.92892,34922.47617,42850.45361,696522.5695,860159.2689,11,1,17,10,Fri,4
110,11/1/2013 17:20,55556.17043,28524.40871,34722.80708,40071.90193,683951.8952,842827.1834,11,1,17,20,Fri,4
111,11/1/2013 17:30,58478.42163,28329.67591,34692.18527,41286.52111,692004.768,854791.5719,11,1,17,30,Fri,4
112,11/1/2013 17:40,57315.58693,29395.30127,35095.55845,41769.27967,697795.6967,861371.423,11,1,17,40,Fri,4
113,11/1/2013 17:50,53771.4977,28490.12478,35308.0987,42698.64539,693016.6079,853284.9745,11,1,17,50,Fri,4
114,11/1/2013 18:00,53126.44623,28482.03301,34601.3992,40383.4684,692976.7739,849570.1207,11,1,18,0,Fri,4
115,11/1/2013 18:10,52326.5072,29098.84988,33330.40083,39158.33324,682832.1515,836746.2426,11,1,18,10,Fri,4
116,11/1/2013 18:20,52217.4929,28457.54471,32071.42068,38333.74167,679179.9489,830260.1489,11,1,18,20,Fri,4
117,11/1/2013 18:30,48585.44544,26905.2752,29655.0289,36394.51746,667636.7174,809176.9844,11,1,18,30,Fri,4
118,11/1/2013 18:40,47085.77818,25609.84233,29019.59284,34946.48417,661395.5575,798057.255,11,1,18,40,Fri,4
119,11/1/2013 18:50,46960.71717,26550.0532,28268.33558,33062.98272,654248.8431,789090.9318,11,1,18,50,Fri,4
120,11/1/2013 19:00,44244.3292,26290.67479,25976.93481,32882.65602,662899.1471,792293.742,11,1,19,0,Fri,4
121,11/1/2013 19:10,43937.72471,26226.62666,23999.52822,31433.43875,658019.9124,783617.2307,11,1,19,10,Fri,4
122,11/1/2013 19:20,42798.99073,26050.60965,23703.97288,31340.2139,653322.8604,777216.6476,11,1,19,20,Fri,4
123,11/1/2013 19:30,43101.44719,26258.48317,23534.78993,30283.61839,667768.3056,790946.6443,11,1,19,30,Fri,4
124,11/1/2013 19:40,42403.53944,25884.44217,22564.35832,29864.77873,667960.858,788677.9766,11,1,19,40,Fri,4
125,11/1/2013 19:50,40050.10303,25620.11068,19788.24508,28371.08053,654174.4347,768003.974,11,1,19,50,Fri,4
126,11/1/2013 20:00,40258.67141,25151.89786,18999.38412,25434.26753,654680.0558,764524.2767,11,1,20,0,Fri,4
127,11/1/2013 20:10,40659.39612,26090.0626,21225.44741,27196.17175,659968.3479,775139.4258,11,1,20,10,Fri,4
128,11/1/2013 20:20,39228.42732,26218.43199,17466.11727,25697.25324,643425.3166,752035.5465,11,1,20,20,Fri,4
129,11/1/2013 20:30,38280.29011,25370.56233,16524.74378,22198.68695,640113.768,742488.0511,11,1,20,30,Fri,4
130,11/1/2013 20:40,36175.82146,24561.36392,15825.13366,22119.49431,648768.1232,747449.9365,11,1,20,40,Fri,4
131,11/1/2013 20:50,34811.88763,24633.56413,14944.89974,21465.9329,629345.137,725201.4214,11,1,20,50,Fri,4
132,11/1/2013 21:00,34050.25945,25138.62005,13547.48146,23437.68863,623049.4814,719223.531,11,1,21,0,Fri,4
133,11/1/2013 21:10,31125.83296,23160.52798,13991.61683,25995.4788,621909.4708,716182.9274,11,1,21,10,Fri,4
134,11/1/2013 21:20,30814.16281,23437.34465,14137.4932,27161.94808,599595.5151,695146.4639,11,1,21,20,Fri,4
135,11/1/2013 21:30,29397.05474,22026.88677,12271.64855,28623.53293,597686.9787,690006.1016,11,1,21,30,Fri,4
136,11/1/2013 21:40,27712.76778,21654.04452,12517.76407,32694.8235,578786.0557,673365.4556,11,1,21,40,Fri,4
137,11/1/2013 21:50,27577.1993,21637.23046,12891.62391,27817.97212,567756.2518,657680.2776,11,1,21,50,Fri,4
138,11/1/2013 22:00,27269.02633,20872.14956,12006.09653,31416.19798,572453.2462,664016.7166,11,1,22,0,Fri,4
139,11/1/2013 22:10,23835.31225,20907.75779,14182.19862,33561.85351,550948.641,643435.7631,11,1,22,10,Fri,4
140,11/1/2013 22:20,24181.10875,19778.76308,14838.72894,37441.67527,538375.298,634615.5741,11,1,22,20,Fri,4
141,11/1/2013 22:30,22625.42246,20788.82397,15011.47502,40999.38744,526950.6065,626375.7154,11,1,22,30,Fri,4
142,11/1/2013 22:40,20325.55061,19149.69606,17226.83051,56411.71862,489518.8898,602632.6856,11,1,22,40,Fri,4
143,11/1/2013 22:50,20086.63055,19491.1778,16299.564,54347.95019,479462.0287,589687.3512,11,1,22,50,Fri,4
0,11/1/2013 23:00,16903.39599,15155.31093,12626.54238,42349.11851,387817.9604,474852.3282,11,1,23,0,Fri,4
1,11/1/2013 23:10,15401.8106,13829.90384,18833.45905,50720.03229,364143.3646,462928.5703,11,1,23,10,Fri,4
2,11/1/2013 23:20,15734.39789,13539.49302,17971.24365,56468.07203,338873.9546,442587.1612,11,1,23,20,Fri,4
3,11/1/2013 23:30,14789.19201,13396.50791,20658.19858,60152.91606,320243.2472,429240.0617,11,1,23,30,Fri,4
4,11/1/2013 23:40,12127.53642,15658.11296,23816.56526,65242.19215,291699.4676,408543.8744,11,1,23,40,Fri,4
5,11/1/2013 23:50,13644.4354,16629.74237,30733.39949,77451.40337,260078.9116,398537.8922,11,1,23,50,Fri,4
6,11/2/2013 0:00,12374.23145,15988.28452,27725.75153,77503.43708,254323.4878,387915.1924,11,2,0,0,Sat,5
7,11/2/2013 0:10,11341.82183,17196.56144,38919.78104,75127.21618,228725.7177,371311.0982,11,2,0,10,Sat,5
8,11/2/2013 0:20,13273.60571,20168.12413,41109.45807,85820.33411,196221.448,356592.97,11,2,0,20,Sat,5
9,11/2/2013 0:30,14428.77488,22068.77798,41605.11234,84562.75691,186345.9924,349011.4145,11,2,0,30,Sat,5
10,11/2/2013 0:40,14851.77109,25758.68393,52758.39769,88811.14067,159923.4744,342103.4678,11,2,0,40,Sat,5
11,11/2/2013 0:50,14284.64068,26606.38145,53470.6077,87456.04139,142854.8031,324672.4743,11,2,0,50,Sat,5
12,11/2/2013 1:00,16560.75547,31878.59476,65288.88903,89736.87085,118241.2889,321706.399,11,2,1,0,Sat,5
13,11/2/2013 1:10,18276.52767,36697.77493,60372.26889,91957.70621,105398.4976,312702.7753,11,2,1,10,Sat,5
14,11/2/2013 1:20,18213.26355,37765.65785,61482.84127,87703.09831,94919.45941,300084.3204,11,2,1,20,Sat,5
15,11/2/2013 1:30,24642.99831,43151.17364,70491.29216,79448.37552,77206.87864,294940.7183,11,2,1,30,Sat,5
16,11/2/2013 1:40,27481.0076,42940.65542,75856.23236,78459.92605,63606.42707,288344.2485,11,2,1,40,Sat,5
17,11/2/2013 1:50,22675.54448,48111.84221,72043.86444,85459.6694,49596.84373,277887.7643,11,2,1,50,Sat,5
18,11/2/2013 2:00,19341.68106,45509.03837,61782.30132,79007.75029,73664.1142,279304.8852,11,2,2,0,Sat,5
19,11/2/2013 2:10,20125.68639,42143.78846,68592.46136,81823.07926,56238.53615,268923.5516,11,2,2,10,Sat,5
20,11/2/2013 2:20,30224.72623,54849.48033,69408.47452,65803.29301,36586.87828,256872.8524,11,2,2,20,Sat,5
21,11/2/2013 2:30,28451.79452,47427.561,73199.51707,61514.01679,40863.14786,251456.0372,11,2,2,30,Sat,5
22,11/2/2013 2:40,34179.35092,56330.83301,69524.30553,66344.89155,33637.58384,260016.9648,11,2,2,40,Sat,5
23,11/2/2013 2:50,29702.90969,55594.72005,67066.17998,59781.20994,37310.90108,249455.9207,11,2,2,50,Sat,5
24,11/2/2013 3:00,32226.76535,55911.79324,77446.08681,51996.52013,28098.55575,245679.7213,11,2,3,0,Sat,5
25,11/2/2013 3:10,26901.0654,52696.73788,71325.3106,54610.51542,36908.41826,242442.0476,11,2,3,10,Sat,5
26,11/2/2013 3:20,25794.27451,50186.21139,66497.99331,58032.848,40325.43836,240836.7656,11,2,3,20,Sat,5
27,11/2/2013 3:30,32751.31211,53346.29155,57874.01728,63037.30839,32818.77239,239827.7017,11,2,3,30,Sat,5
28,11/2/2013 3:40,32659.17573,57080.46856,66330.71125,49004.85637,32814.42685,237889.6388,11,2,3,40,Sat,5
29,11/2/2013 3:50,25296.73577,45548.72291,62581.61826,63994.24486,37552.95704,234974.2788,11,2,3,50,Sat,5
30,11/2/2013 4:00,23103.09945,50963.19168,60137.5398,60862.5766,42925.13295,237991.5405,11,2,4,0,Sat,5
31,11/2/2013 4:10,28885.75277,60630.92973,70359.79944,49814.20692,25217.51683,234908.2057,11,2,4,10,Sat,5
32,11/2/2013 4:20,34226.80711,57046.652,66816.90046,49853.43271,25240.81954,233184.6118,11,2,4,20,Sat,5
33,11/2/2013 4:30,26565.8664,54504.04006,69036.87599,58465.22548,28271.30343,236843.3114,11,2,4,30,Sat,5
34,11/2/2013 4:40,24672.90433,48239.64531,72000.80205,62582.10309,27932.03761,235427.4924,11,2,4,40,Sat,5
35,11/2/2013 4:50,20359.3046,47868.27528,68974.55978,62388.01436,35289.06946,234879.2235,11,2,4,50,Sat,5
36,11/2/2013 5:00,17612.37401,40063.65701,60518.47697,71114.91667,52802.60495,242112.0296,11,2,5,0,Sat,5
37,11/2/2013 5:10,14015.69853,37335.76463,63561.20581,70814.1961,55378.40894,241105.274,11,2,5,10,Sat,5
38,11/2/2013 5:20,18897.77492,30151.47679,54791.92665,82443.18416,57797.47047,244081.833,11,2,5,20,Sat,5
39,11/2/2013 5:30,12299.97691,26741.94498,53879.81731,70664.41426,85147.73907,248733.8925,11,2,5,30,Sat,5
40,11/2/2013 5:40,11796.48788,22354.37229,50819.21026,82376.82551,87406.10506,254753.001,11,2,5,40,Sat,5
41,11/2/2013 5:50,9010.228907,17662.77008,35435.88826,80331.85378,118822.2615,261263.0025,11,2,5,50,Sat,5
42,11/2/2013 6:00,10072.29492,14728.52612,26666.72062,65038.48843,153665.9092,270171.9392,11,2,6,0,Sat,5
43,11/2/2013 6:10,8614.3599,12627.82514,26855.95611,66580.40799,169152.4964,283831.0455,11,2,6,10,Sat,5
44,11/2/2013 6:20,8678.850873,11771.8409,16884.12864,60172.74754,189505.8388,287013.4068,11,2,6,20,Sat,5
45,11/2/2013 6:30,9907.626961,10780.57311,14984.89146,43195.21845,224948.6844,303816.9944,11,2,6,30,Sat,5
46,11/2/2013 6:40,11197.0227,10633.93761,13159.87854,38392.28626,239400.1368,312783.2619,11,2,6,40,Sat,5
47,11/2/2013 6:50,12395.06582,11634.77166,11006.22457,28068.47677,259655.2133,322759.7521,11,2,6,50,Sat,5
48,11/2/2013 7:00,28347.95299,12039.17377,9092.073775,25213.05491,282973.6878,357665.9432,11,2,7,0,Sat,5
49,11/2/2013 7:10,29825.08135,12813.55857,8925.988971,18941.08464,301283.0628,371788.7763,11,2,7,10,Sat,5
50,11/2/2013 7:20,28452.11425,13276.20503,9937.502635,21000.12364,313155.3966,385821.3421,11,2,7,20,Sat,5
51,11/2/2013 7:30,30939.59261,14399.00886,11188.98918,18459.77412,337446.1641,412433.5289,11,2,7,30,Sat,5
52,11/2/2013 7:40,32085.67941,15249.41086,11951.12445,21426.14784,346056.9357,426769.2982,11,2,7,40,Sat,5
53,11/2/2013 7:50,34349.85454,15755.84553,13919.67182,21349.90028,367197.9466,452573.2188,11,2,7,50,Sat,5
54,11/2/2013 8:00,42312.76145,18190.25577,16623.82369,23184.70599,388165.8716,488477.4185,11,2,8,0,Sat,5
55,11/2/2013 8:10,41593.32988,18189.11002,17677.2402,25709.2199,401902.297,505071.197,11,2,8,10,Sat,5
56,11/2/2013 8:20,41941.16447,18739.80227,19000.78912,27080.26698,418545.463,525307.4858,11,2,8,20,Sat,5
57,11/2/2013 8:30,45507.30634,19903.64048,21741.76263,28827.84106,431446.8614,547427.4119,11,2,8,30,Sat,5
58,11/2/2013 8:40,49062.31784,20064.13177,23853.16299,31007.90457,443410.8553,567398.3724,11,2,8,40,Sat,5
59,11/2/2013 8:50,45681.23481,21075.99887,25361.49556,32533.13648,459649.5546,584301.4204,11,2,8,50,Sat,5
60,11/2/2013 9:00,48571.33146,21814.93973,27661.52043,34199.74052,468737.9784,600985.5105,11,2,9,0,Sat,5
61,11/2/2013 9:10,44891.22953,22162.12992,28747.60999,34570.18016,476335.581,606706.7306,11,2,9,10,Sat,5
62,11/2/2013 9:20,44343.62077,22189.624,29655.05987,36141.08958,490540.7772,622870.1714,11,2,9,20,Sat,5
63,11/2/2013 9:30,47314.49578,22137.11699,30637.01964,36362.79155,508547.2948,644998.7188,11,2,9,30,Sat,5
64,11/2/2013 9:40,45484.7069,22389.13804,31850.71588,38974.87511,506794.2742,645493.7101,11,2,9,40,Sat,5
65,11/2/2013 9:50,53790.66459,22458.68392,33505.81187,38909.60481,512366.5343,661031.2995,11,2,9,50,Sat,5
66,11/2/2013 10:00,54367.45389,24455.64044,33656.468,40204.79011,530232.7263,682917.0788,11,2,10,0,Sat,5
67,11/2/2013 10:10,47316.8366,22993.7459,34504.11628,40941.58596,533569.3273,679325.612,11,2,10,10,Sat,5
68,11/2/2013 10:20,57465.60445,22302.59026,34948.37109,41130.32278,530219.1213,686066.0099,11,2,10,20,Sat,5
69,11/2/2013 10:30,50598.51792,22692.00543,34627.60991,41233.07125,540373.5854,689524.7899,11,2,10,30,Sat,5
70,11/2/2013 10:40,47074.64997,23075.34485,35422.01927,42458.293,541073.2358,689103.5429,11,2,10,40,Sat,5
71,11/2/2013 10:50,47421.43027,23847.1042,34357.03302,40542.00613,543467.8495,689635.4231,11,2,10,50,Sat,5
72,11/2/2013 11:00,48089.72319,23672.74813,35102.2739,41709.34232,538299.0742,686873.1618,11,2,11,0,Sat,5
73,11/2/2013 11:10,49078.27422,23111.50037,34147.37054,40667.2562,542776.2487,689780.6501,11,2,11,10,Sat,5
74,11/2/2013 11:20,46563.80833,23364.09193,33269.48254,39308.43976,542246.8829,684752.7055,11,2,11,20,Sat,5
75,11/2/2013 11:30,45128.54026,23048.94095,32349.43462,37673.6775,544218.8205,682419.4138,11,2,11,30,Sat,5
76,11/2/2013 11:40,44690.73757,22670.63321,30965.2238,35022.99551,545679.0319,679028.622,11,2,11,40,Sat,5
